schema_version,entity_type,slug,source,path,scan_target,agent_scan_supported,scan_status,vulnerable,severity,issue_count,issue_codes,suggested_action,review_status,evidence,scanner,scanner_version,scanned_at
1,skill,find-skills,repo-skill,skills/find-skills/SKILL.md,skills/find-skills/SKILL.md,true,not_scanned_missing_snyk_token,false,unknown,0,,Set SNYK_TOKEN and rerun ctx-agent-scan-audit so Agent Scan can produce vulnerability verdicts.,blocked-missing-token,snyk-agent-scan exits before scanning when SNYK_TOKEN is unset.,Snyk Agent Scan,installed,2026-07-03T15:59:19.593716+00:00
1,skill,repo-stats-autoupdate,repo-skill,skills/repo-stats-autoupdate/SKILL.md,skills/repo-stats-autoupdate/SKILL.md,true,not_scanned_missing_snyk_token,false,unknown,0,,Set SNYK_TOKEN and rerun ctx-agent-scan-audit so Agent Scan can produce vulnerability verdicts.,blocked-missing-token,snyk-agent-scan exits before scanning when SNYK_TOKEN is unset.,Snyk Agent Scan,installed,2026-07-03T15:59:19.593716+00:00
1,skill,skill-router,repo-skill,skills/skill-router/SKILL.md,skills/skill-router/SKILL.md,true,not_scanned_missing_snyk_token,false,unknown,0,,Set SNYK_TOKEN and rerun ctx-agent-scan-audit so Agent Scan can produce vulnerability verdicts.,blocked-missing-token,snyk-agent-scan exits before scanning when SNYK_TOKEN is unset.,Snyk Agent Scan,installed,2026-07-03T15:59:19.593716+00:00
1,skill,toolbox,repo-skill,skills/toolbox/SKILL.md,skills/toolbox/SKILL.md,true,not_scanned_missing_snyk_token,false,unknown,0,,Set SNYK_TOKEN and rerun ctx-agent-scan-audit so Agent Scan can produce vulnerability verdicts.,blocked-missing-token,snyk-agent-scan exits before scanning when SNYK_TOKEN is unset.,Snyk Agent Scan,installed,2026-07-03T15:59:19.593716+00:00
1,skill,skill-router,repo-doc-skill,docs/SKILL.md,docs/SKILL.md,true,not_scanned_missing_snyk_token,false,unknown,0,,Set SNYK_TOKEN and rerun ctx-agent-scan-audit so Agent Scan can produce vulnerability verdicts.,blocked-missing-token,snyk-agent-scan exits before scanning when SNYK_TOKEN is unset.,Snyk Agent Scan,installed,2026-07-03T15:59:19.593716+00:00
1,skill,agents-md-protocol,imported-skill,imported-skills/agents-md/skills/agents-md-protocol/SKILL.md,imported-skills/agents-md/skills/agents-md-protocol/SKILL.md,true,not_scanned_missing_snyk_token,false,unknown,0,,Set SNYK_TOKEN and rerun ctx-agent-scan-audit so Agent Scan can produce vulnerability verdicts.,blocked-missing-token,snyk-agent-scan exits before scanning when SNYK_TOKEN is unset.,Snyk Agent Scan,installed,2026-07-03T15:59:19.593716+00:00
1,skill,cavecrew,imported-skill,imported-skills/julius-caveman/skills/cavecrew/SKILL.md,imported-skills/julius-caveman/skills/cavecrew/SKILL.md,true,not_scanned_missing_snyk_token,false,unknown,0,,Set SNYK_TOKEN and rerun ctx-agent-scan-audit so Agent Scan can produce vulnerability verdicts.,blocked-missing-token,snyk-agent-scan exits before scanning when SNYK_TOKEN is unset.,Snyk Agent Scan,installed,2026-07-03T15:59:19.593716+00:00
1,skill,caveman,imported-skill,imported-skills/julius-caveman/skills/caveman/SKILL.md,imported-skills/julius-caveman/skills/caveman/SKILL.md,true,not_scanned_missing_snyk_token,false,unknown,0,,Set SNYK_TOKEN and rerun ctx-agent-scan-audit so Agent Scan can produce vulnerability verdicts.,blocked-missing-token,snyk-agent-scan exits before scanning when SNYK_TOKEN is unset.,Snyk Agent Scan,installed,2026-07-03T15:59:19.593716+00:00
1,skill,caveman-commit,imported-skill,imported-skills/julius-caveman/skills/caveman-commit/SKILL.md,imported-skills/julius-caveman/skills/caveman-commit/SKILL.md,true,not_scanned_missing_snyk_token,false,unknown,0,,Set SNYK_TOKEN and rerun ctx-agent-scan-audit so Agent Scan can produce vulnerability verdicts.,blocked-missing-token,snyk-agent-scan exits before scanning when SNYK_TOKEN is unset.,Snyk Agent Scan,installed,2026-07-03T15:59:19.593716+00:00
1,skill,caveman-compress,imported-skill,imported-skills/julius-caveman/skills/caveman-compress/SKILL.md,imported-skills/julius-caveman/skills/caveman-compress/SKILL.md,true,not_scanned_missing_snyk_token,false,unknown,0,,Set SNYK_TOKEN and rerun ctx-agent-scan-audit so Agent Scan can produce vulnerability verdicts.,blocked-missing-token,snyk-agent-scan exits before scanning when SNYK_TOKEN is unset.,Snyk Agent Scan,installed,2026-07-03T15:59:19.593716+00:00
1,skill,caveman-help,imported-skill,imported-skills/julius-caveman/skills/caveman-help/SKILL.md,imported-skills/julius-caveman/skills/caveman-help/SKILL.md,true,not_scanned_missing_snyk_token,false,unknown,0,,Set SNYK_TOKEN and rerun ctx-agent-scan-audit so Agent Scan can produce vulnerability verdicts.,blocked-missing-token,snyk-agent-scan exits before scanning when SNYK_TOKEN is unset.,Snyk Agent Scan,installed,2026-07-03T15:59:19.593716+00:00
1,skill,caveman-review,imported-skill,imported-skills/julius-caveman/skills/caveman-review/SKILL.md,imported-skills/julius-caveman/skills/caveman-review/SKILL.md,true,not_scanned_missing_snyk_token,false,unknown,0,,Set SNYK_TOKEN and rerun ctx-agent-scan-audit so Agent Scan can produce vulnerability verdicts.,blocked-missing-token,snyk-agent-scan exits before scanning when SNYK_TOKEN is unset.,Snyk Agent Scan,installed,2026-07-03T15:59:19.593716+00:00
1,skill,caveman-stats,imported-skill,imported-skills/julius-caveman/skills/caveman-stats/SKILL.md,imported-skills/julius-caveman/skills/caveman-stats/SKILL.md,true,not_scanned_missing_snyk_token,false,unknown,0,,Set SNYK_TOKEN and rerun ctx-agent-scan-audit so Agent Scan can produce vulnerability verdicts.,blocked-missing-token,snyk-agent-scan exits before scanning when SNYK_TOKEN is unset.,Snyk Agent Scan,installed,2026-07-03T15:59:19.593716+00:00
1,skill,lat-md-knowledge-graph,imported-skill,imported-skills/lat-md/skills/lat-md-knowledge-graph/SKILL.md,imported-skills/lat-md/skills/lat-md-knowledge-graph/SKILL.md,true,not_scanned_missing_snyk_token,false,unknown,0,,Set SNYK_TOKEN and rerun ctx-agent-scan-audit so Agent Scan can produce vulnerability verdicts.,blocked-missing-token,snyk-agent-scan exits before scanning when SNYK_TOKEN is unset.,Snyk Agent Scan,installed,2026-07-03T15:59:19.593716+00:00
1,skill,caveman,imported-skill,imported-skills/mattpocock/caveman/SKILL.md,imported-skills/mattpocock/caveman/SKILL.md,true,not_scanned_missing_snyk_token,false,unknown,0,,Set SNYK_TOKEN and rerun ctx-agent-scan-audit so Agent Scan can produce vulnerability verdicts.,blocked-missing-token,snyk-agent-scan exits before scanning when SNYK_TOKEN is unset.,Snyk Agent Scan,installed,2026-07-03T15:59:19.593716+00:00
1,skill,design-an-interface,imported-skill,imported-skills/mattpocock/design-an-interface/SKILL.md,imported-skills/mattpocock/design-an-interface/SKILL.md,true,not_scanned_missing_snyk_token,false,unknown,0,,Set SNYK_TOKEN and rerun ctx-agent-scan-audit so Agent Scan can produce vulnerability verdicts.,blocked-missing-token,snyk-agent-scan exits before scanning when SNYK_TOKEN is unset.,Snyk Agent Scan,installed,2026-07-03T15:59:19.593716+00:00
1,skill,diagnose,imported-skill,imported-skills/mattpocock/diagnose/SKILL.md,imported-skills/mattpocock/diagnose/SKILL.md,true,not_scanned_missing_snyk_token,false,unknown,0,,Set SNYK_TOKEN and rerun ctx-agent-scan-audit so Agent Scan can produce vulnerability verdicts.,blocked-missing-token,snyk-agent-scan exits before scanning when SNYK_TOKEN is unset.,Snyk Agent Scan,installed,2026-07-03T15:59:19.593716+00:00
1,skill,edit-article,imported-skill,imported-skills/mattpocock/edit-article/SKILL.md,imported-skills/mattpocock/edit-article/SKILL.md,true,not_scanned_missing_snyk_token,false,unknown,0,,Set SNYK_TOKEN and rerun ctx-agent-scan-audit so Agent Scan can produce vulnerability verdicts.,blocked-missing-token,snyk-agent-scan exits before scanning when SNYK_TOKEN is unset.,Snyk Agent Scan,installed,2026-07-03T15:59:19.593716+00:00
1,skill,git-guardrails-claude-code,imported-skill,imported-skills/mattpocock/git-guardrails-claude-code/SKILL.md,imported-skills/mattpocock/git-guardrails-claude-code/SKILL.md,true,not_scanned_missing_snyk_token,false,unknown,0,,Set SNYK_TOKEN and rerun ctx-agent-scan-audit so Agent Scan can produce vulnerability verdicts.,blocked-missing-token,snyk-agent-scan exits before scanning when SNYK_TOKEN is unset.,Snyk Agent Scan,installed,2026-07-03T15:59:19.593716+00:00
1,skill,grill-me,imported-skill,imported-skills/mattpocock/grill-me/SKILL.md,imported-skills/mattpocock/grill-me/SKILL.md,true,not_scanned_missing_snyk_token,false,unknown,0,,Set SNYK_TOKEN and rerun ctx-agent-scan-audit so Agent Scan can produce vulnerability verdicts.,blocked-missing-token,snyk-agent-scan exits before scanning when SNYK_TOKEN is unset.,Snyk Agent Scan,installed,2026-07-03T15:59:19.593716+00:00
1,skill,grill-with-docs,imported-skill,imported-skills/mattpocock/grill-with-docs/SKILL.md,imported-skills/mattpocock/grill-with-docs/SKILL.md,true,not_scanned_missing_snyk_token,false,unknown,0,,Set SNYK_TOKEN and rerun ctx-agent-scan-audit so Agent Scan can produce vulnerability verdicts.,blocked-missing-token,snyk-agent-scan exits before scanning when SNYK_TOKEN is unset.,Snyk Agent Scan,installed,2026-07-03T15:59:19.593716+00:00
1,skill,handoff,imported-skill,imported-skills/mattpocock/handoff/SKILL.md,imported-skills/mattpocock/handoff/SKILL.md,true,not_scanned_missing_snyk_token,false,unknown,0,,Set SNYK_TOKEN and rerun ctx-agent-scan-audit so Agent Scan can produce vulnerability verdicts.,blocked-missing-token,snyk-agent-scan exits before scanning when SNYK_TOKEN is unset.,Snyk Agent Scan,installed,2026-07-03T15:59:19.593716+00:00
1,skill,improve-codebase-architecture,imported-skill,imported-skills/mattpocock/improve-codebase-architecture/SKILL.md,imported-skills/mattpocock/improve-codebase-architecture/SKILL.md,true,not_scanned_missing_snyk_token,false,unknown,0,,Set SNYK_TOKEN and rerun ctx-agent-scan-audit so Agent Scan can produce vulnerability verdicts.,blocked-missing-token,snyk-agent-scan exits before scanning when SNYK_TOKEN is unset.,Snyk Agent Scan,installed,2026-07-03T15:59:19.593716+00:00
1,skill,migrate-to-shoehorn,imported-skill,imported-skills/mattpocock/migrate-to-shoehorn/SKILL.md,imported-skills/mattpocock/migrate-to-shoehorn/SKILL.md,true,not_scanned_missing_snyk_token,false,unknown,0,,Set SNYK_TOKEN and rerun ctx-agent-scan-audit so Agent Scan can produce vulnerability verdicts.,blocked-missing-token,snyk-agent-scan exits before scanning when SNYK_TOKEN is unset.,Snyk Agent Scan,installed,2026-07-03T15:59:19.593716+00:00
1,skill,obsidian-vault,imported-skill,imported-skills/mattpocock/obsidian-vault/SKILL.md,imported-skills/mattpocock/obsidian-vault/SKILL.md,true,not_scanned_missing_snyk_token,false,unknown,0,,Set SNYK_TOKEN and rerun ctx-agent-scan-audit so Agent Scan can produce vulnerability verdicts.,blocked-missing-token,snyk-agent-scan exits before scanning when SNYK_TOKEN is unset.,Snyk Agent Scan,installed,2026-07-03T15:59:19.593716+00:00
1,skill,prototype,imported-skill,imported-skills/mattpocock/prototype/SKILL.md,imported-skills/mattpocock/prototype/SKILL.md,true,not_scanned_missing_snyk_token,false,unknown,0,,Set SNYK_TOKEN and rerun ctx-agent-scan-audit so Agent Scan can produce vulnerability verdicts.,blocked-missing-token,snyk-agent-scan exits before scanning when SNYK_TOKEN is unset.,Snyk Agent Scan,installed,2026-07-03T15:59:19.593716+00:00
1,skill,qa,imported-skill,imported-skills/mattpocock/qa/SKILL.md,imported-skills/mattpocock/qa/SKILL.md,true,not_scanned_missing_snyk_token,false,unknown,0,,Set SNYK_TOKEN and rerun ctx-agent-scan-audit so Agent Scan can produce vulnerability verdicts.,blocked-missing-token,snyk-agent-scan exits before scanning when SNYK_TOKEN is unset.,Snyk Agent Scan,installed,2026-07-03T15:59:19.593716+00:00
1,skill,request-refactor-plan,imported-skill,imported-skills/mattpocock/request-refactor-plan/SKILL.md,imported-skills/mattpocock/request-refactor-plan/SKILL.md,true,not_scanned_missing_snyk_token,false,unknown,0,,Set SNYK_TOKEN and rerun ctx-agent-scan-audit so Agent Scan can produce vulnerability verdicts.,blocked-missing-token,snyk-agent-scan exits before scanning when SNYK_TOKEN is unset.,Snyk Agent Scan,installed,2026-07-03T15:59:19.593716+00:00
1,skill,review,imported-skill,imported-skills/mattpocock/review/SKILL.md,imported-skills/mattpocock/review/SKILL.md,true,not_scanned_missing_snyk_token,false,unknown,0,,Set SNYK_TOKEN and rerun ctx-agent-scan-audit so Agent Scan can produce vulnerability verdicts.,blocked-missing-token,snyk-agent-scan exits before scanning when SNYK_TOKEN is unset.,Snyk Agent Scan,installed,2026-07-03T15:59:19.593716+00:00
1,skill,scaffold-exercises,imported-skill,imported-skills/mattpocock/scaffold-exercises/SKILL.md,imported-skills/mattpocock/scaffold-exercises/SKILL.md,true,not_scanned_missing_snyk_token,false,unknown,0,,Set SNYK_TOKEN and rerun ctx-agent-scan-audit so Agent Scan can produce vulnerability verdicts.,blocked-missing-token,snyk-agent-scan exits before scanning when SNYK_TOKEN is unset.,Snyk Agent Scan,installed,2026-07-03T15:59:19.593716+00:00
1,skill,setup-matt-pocock-skills,imported-skill,imported-skills/mattpocock/setup-matt-pocock-skills/SKILL.md,imported-skills/mattpocock/setup-matt-pocock-skills/SKILL.md,true,not_scanned_missing_snyk_token,false,unknown,0,,Set SNYK_TOKEN and rerun ctx-agent-scan-audit so Agent Scan can produce vulnerability verdicts.,blocked-missing-token,snyk-agent-scan exits before scanning when SNYK_TOKEN is unset.,Snyk Agent Scan,installed,2026-07-03T15:59:19.593716+00:00
1,skill,setup-pre-commit,imported-skill,imported-skills/mattpocock/setup-pre-commit/SKILL.md,imported-skills/mattpocock/setup-pre-commit/SKILL.md,true,not_scanned_missing_snyk_token,false,unknown,0,,Set SNYK_TOKEN and rerun ctx-agent-scan-audit so Agent Scan can produce vulnerability verdicts.,blocked-missing-token,snyk-agent-scan exits before scanning when SNYK_TOKEN is unset.,Snyk Agent Scan,installed,2026-07-03T15:59:19.593716+00:00
1,skill,tdd,imported-skill,imported-skills/mattpocock/tdd/SKILL.md,imported-skills/mattpocock/tdd/SKILL.md,true,not_scanned_missing_snyk_token,false,unknown,0,,Set SNYK_TOKEN and rerun ctx-agent-scan-audit so Agent Scan can produce vulnerability verdicts.,blocked-missing-token,snyk-agent-scan exits before scanning when SNYK_TOKEN is unset.,Snyk Agent Scan,installed,2026-07-03T15:59:19.593716+00:00
1,skill,to-issues,imported-skill,imported-skills/mattpocock/to-issues/SKILL.md,imported-skills/mattpocock/to-issues/SKILL.md,true,not_scanned_missing_snyk_token,false,unknown,0,,Set SNYK_TOKEN and rerun ctx-agent-scan-audit so Agent Scan can produce vulnerability verdicts.,blocked-missing-token,snyk-agent-scan exits before scanning when SNYK_TOKEN is unset.,Snyk Agent Scan,installed,2026-07-03T15:59:19.593716+00:00
1,skill,to-prd,imported-skill,imported-skills/mattpocock/to-prd/SKILL.md,imported-skills/mattpocock/to-prd/SKILL.md,true,not_scanned_missing_snyk_token,false,unknown,0,,Set SNYK_TOKEN and rerun ctx-agent-scan-audit so Agent Scan can produce vulnerability verdicts.,blocked-missing-token,snyk-agent-scan exits before scanning when SNYK_TOKEN is unset.,Snyk Agent Scan,installed,2026-07-03T15:59:19.593716+00:00
1,skill,triage,imported-skill,imported-skills/mattpocock/triage/SKILL.md,imported-skills/mattpocock/triage/SKILL.md,true,not_scanned_missing_snyk_token,false,unknown,0,,Set SNYK_TOKEN and rerun ctx-agent-scan-audit so Agent Scan can produce vulnerability verdicts.,blocked-missing-token,snyk-agent-scan exits before scanning when SNYK_TOKEN is unset.,Snyk Agent Scan,installed,2026-07-03T15:59:19.593716+00:00
1,skill,ubiquitous-language,imported-skill,imported-skills/mattpocock/ubiquitous-language/SKILL.md,imported-skills/mattpocock/ubiquitous-language/SKILL.md,true,not_scanned_missing_snyk_token,false,unknown,0,,Set SNYK_TOKEN and rerun ctx-agent-scan-audit so Agent Scan can produce vulnerability verdicts.,blocked-missing-token,snyk-agent-scan exits before scanning when SNYK_TOKEN is unset.,Snyk Agent Scan,installed,2026-07-03T15:59:19.593716+00:00
